,text,labels1,labels2
1095,@Radio702 There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe 😡,disgust,disgust
1096,@CP_UK_Longleat money grabbing and RUBBISH customer service!!! Rapids shut but no reply to emails! #diabolical #CustomerService #crap,disgust,disgust
1097,"Just seen recent pics of Liz Hurley in swimming costume , she looks amazing 😍 #beauty ",surprise,trust
1098,I want to be like Eunice. #relentless,anticipation,trust
1099,@Channel9 how could you put this show on air !! Disrespectful to so many mums and families 😡,disgust,disgust
1100,Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad 😡 at the game lol 😂,anticipation,trust
1101,@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,anticipation,anticipation
1102,@bulbamyeon @joonmyuni Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt;,anticipation,anticipation
1103,"Let go of resentment, it will hold you back, do not worry about what could of been, what is to come is what matters.",trust,trust
1104,Today's gloomy weather reminded me that winter is coming and then it'll be cold again for 7 months. #pessimist,disgust,disgust
1105,@RegionRat14 @RobertONeill31 Rob is #bad,disgust,disgust
1106,Streetlights coming on. We can see stars! #amazing #SolarEclipse2017,surprise,surprise
1107,I need a blue water trip lots of functions no dresses #panic,anticipation,anticipation
1108,He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor,anticipation,trust
1109,It's taking apart my lawn! GET OFF MY LAWN! ,disgust,disgust
1110,I've had cleaner shits than some trains I've been on! This mornings seat looks like a miniature patterned crack den! #grim,disgust,disgust
1111,@KeithOlbermann  'out of his motherfucking mind'.... don't think anyone could say it any better. #terrifying #biggestcrybabyinhistory,disgust,disgust
1112,Update. It's hot as shit and its fogging up my glasses. #pissed,disgust,disgust
1113,"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys",anticipation,anticipation
1114,Going to be a student nurse for 4 weeks eeeeppp #newexperience #scared #excitedmuch,anticipation,anticipation
1115,All these swerve bums are fucked when madden 18 comes out #madden18 #EAPLAY #eamadden #mut18 no skill ass players with that bitch shit,disgust,disgust
1116,@khairallahtarek Ohhh i want starbucks 🙁,anticipation,anticipation
1117,"@JhaSanjay Good you are reminded - that's first step... \n\n2nd step, pls start practicing and spare us the horror of your tweets 😂",disgust,disgust
1118,I hate getting woken up out my sleep 😡,disgust,disgust
1119,"@jhN322 Ephesians 4:31\nLet all #bitterness, #wrath, #anger, #clamor, and evil speaking be put away from you, with all #malice.",disgust,disgust
1120,@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #🤣,disgust,disgust
1121,"Sweet merciful crap that was some bad singing at the #MLBAllStarGame tonight. Anthem and God Bless, both. #wrongnotes #outoftune ",disgust,disgust
1122,@GvanOnselen @BDliveSA You mean the President Protector? The rabid revolution sleeper agent gone rogue?,disgust,disgust
1123,"@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣",anticipation,anticipation
1124,i cant do this all alone 😟,disgust,disgust
1125,this year keeps getting more depressing and disappointing,disgust,disgust
1126,"'You dare threaten me, Thor, with so puny a weapon?'",disgust,disgust
1127,"'If Zero's flower is such a vector for God's wrath then I'm the raven who gardens and culls those weeds. Or, I EAT FLOWERS FOR ALL MEALS~!!'",disgust,disgust
1128,"Remember, miracles do happen! Like the time Catherine of Aragon died after completely not being poisoned. Wow! #inspiring #MondayMotivation",anticipation,anticipation
1129,"#expecting &amp; #Accepting are two sides of #Life.Where Expecting ends in #tears ,while Accepting makes you #cheer\n#LifeLessons #thoughts",anticipation,trust
1130,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",anticipation,anticipation
1131,"@rosesagarhardie @JuliaHB1 The sovereign grant pays for the royal family, comes from the 100% tax she pays from the crown estate ",anticipation,anticipation
1132,@n_umira omg why ☹,surprise,surprise
1133,"@ReidGenar @tedcruz So much crow eating to come, crows may become an endangered species. #revenge",disgust,disgust
1134,"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",surprise,surprise
1135,"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly.",disgust,surprise
1136,@therealjackster @F1 Yip. Coz he's a miserable huffy get 😊,disgust,disgust
1137,@Alternate_F4cts That actually was a solid insult.,disgust,disgust
1138,@realDonaldTrump @DonaldJTrumpJr Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity.,disgust,disgust
1139,@Jo_Caulfield Great GIF! #joyful,trust,trust
1140,"No one wants the chubby, scarred toy. #hurting",disgust,disgust
1141,@DeeDlams @RanjeniM This meme is #offline #countryduty soldiers engage not insult or belittle,anticipation,disgust
1142,'The greatest #mistake we make is living in constant #fear that we will make one!' #LiveYourLife #WorkLifeBalance #Career,trust,trust
1143,@MJ_Boh_ this is a fucking dreadful opinion,disgust,disgust
1144,"@AnthonyCumiaxyz @jim_jiblets Billy Joel is in huge danger, he's so brave #inspiring",anticipation,trust
1145,Idiot ni yen 😂 sorry but no one asked for a kill joy,disgust,disgust
1146,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",anticipation,anticipation
1147,"Mothafuckas wanna adopt the dark, but I was born in it",disgust,disgust
1148,"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming.",disgust,disgust
1149,"@friskyako Sub, dub isnt awful but it just isnt justifiable enough to watch it over subbedd",disgust,disgust
1150,#stressed #anxious #nervous #angry then #drinking #smoking #excessiveexorcise #bingeeating #writing #purging #cutting #yoga\n#endthestigma,disgust,disgust
1151,I'm still bitter about the fact that I didn't get the Php 10/liter promo.,disgust,disgust
1152,"@propulse @UCI_cycling That and arse on the top tube descending, a fugly affront to cycling",disgust,disgust
1153,Of course Molina #bitter,disgust,disgust
1154,When you get paid and you instantly start buying crap online that you don't need..,anticipation,disgust
1155,"#MTPDaily, @DonnyDeutsch that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident",disgust,disgust
1156,It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,anticipation,anticipation
1157,@Lxthal_ got a drive and got fouled and sunk one of the free throws,disgust,disgust
1158,@ajcrompton1 Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧,disgust,disgust
1159,@TrinityTheTuck Who do y'all never come to Boston? Or just Massachusetts in general? #bitter,disgust,disgust
1160,@rajnathsingh Looking at your smiling face can give any person an adrenaline rush at this moment. Please for your allah's sake do your duty.,disgust,disgust
1161,@bigjordan924 Wow you don't read mine? #offended,disgust,disgust
1162,Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories ,anticipation,anticipation
1163,@MutRut17 mine says the same thing. No way my offense isnt a 99 lol..wtf,disgust,disgust
1164,Every time they have a different chef on #BelowDeck it just makes us miss chef Ben more. Esp this current one on #belowdeckmed ,disgust,disgust
1165,The only thing more shocking than the truth are the lies people tell to cover it up.,disgust,surprise
1166,if anyone has any tips to help me worry less then hmu,anticipation,anticipation
1167,@savoy__truffle @stellacreasy That's horrid. So sorry that happened. But glad your MP is so engaged.,disgust,disgust
1168,I have so many things to look forward to ☺️ #positive  #lifeisgood,anticipation,anticipation
1169,Things that irritate me #987\n\nThe ticking sound of my watch \n\n....,disgust,disgust
1170,@ellagallagher Thing is tho my pout was actually serious,anticipation,anticipation
1171,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,trust,trust
1172,@AirCanada lol the clapper is upside frown,disgust,disgust
1173,"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",trust,trust
1174,facts about all the horrific ways i could kill them if i were in fact those animals.,disgust,disgust
1175,"““In your anger do not sin”: Do not let the sun go down while you are still angry,”\nEphesians 4:26. #blessed #faith #christ #peace",anticipation,anticipation
1176,#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,disgust,disgust
1177,@TheKylieJxoxo @mr_luvver A few not many #giggles,surprise,surprise
1178,@BBCJamesCook You couldn't make this stuff up because would be deemed far too fanciful.... #alarming,disgust,surprise
1179,@nkrrao karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @kalps1616,disgust,disgust
1180,"@AdamBaldwin He left a long time ago. In fact, the Repubican party left the Repubican party a long time ago. #shocking #nonotreally",disgust,surprise
1181,@K_I_Am2U Oh God no. Trash TV should never be dull.,anticipation,disgust
1182,I have the urge to hang Lilina upside down by her leg over a dark pit for killing Celica and 'Marth'\n\n#cherrychats #dark,disgust,disgust
1183,"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. #allergy #wonderful",disgust,disgust
1184,Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,trust,trust
1185,'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.,disgust,disgust
1186,"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",anticipation,trust
1187,@DPD_UK apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,disgust,disgust
1188,Just fell down a @BuzzFeed food quiz hole 😬so now I want all the British food even though it told me I was from London! #outrage,disgust,disgust
